Date : 2026-06-03 12:14:00
Directory : c:\Users\HP\Downloads\Main_Dashboard
Total : 221 files,  64562 codes, 601 comments, 5960 blanks, all 71123 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| app\api\admin\users                                                                                           |          1 |        458 |          9 |         90 |        557 |
| app\api\auth                                                                                                  |          4 |        130 |          1 |         26 |        157 |
| app\api\auth\login                                                                                            |          1 |         48 |          0 |          7 |         55 |
| app\api\auth\logout                                                                                           |          1 |         10 |          1 |          6 |         17 |
| app\api\auth\permissions                                                                                      |          1 |         33 |          0 |          6 |         39 |
| app\api\auth\user                                                                                             |          1 |         39 |          0 |          7 |         46 |
| app\api\brands                                                                                                |         17 |      7,385 |          3 |        604 |      7,992 |
| app\api\brands\kia                                                                                            |         17 |      7,385 |          3 |        604 |      7,992 |
| app\api\brands\kia\business-excellence                                                                        |          9 |      5,966 |          3 |        466 |      6,435 |
| app\api\brands\kia\business-excellence (Files)                                                                |          1 |        290 |          0 |         35 |        325 |
| app\api\brands\kia\business-excellence\ai-summary                                                             |          1 |        438 |          0 |         65 |        503 |
| app\api\brands\kia\business-excellence\complaints                                                             |          1 |        726 |          0 |         26 |        752 |
| app\api\brands\kia\business-excellence\open-ro                                                                |          1 |        500 |          0 |         28 |        528 |
| app\api\brands\kia\business-excellence\overview                                                               |          1 |      1,164 |          0 |         62 |      1,226 |
| app\api\brands\kia\business-excellence\performance-intelligence                                               |          1 |        430 |          0 |         30 |        460 |
| app\api\brands\kia\business-excellence\ro-billing-analysis                                                    |          1 |      1,487 |          3 |        146 |      1,636 |
| app\api\brands\kia\business-excellence\rows                                                                   |          1 |         16 |          0 |          5 |         21 |
| app\api\brands\kia\business-excellence\workshop-performance                                                   |          1 |        915 |          0 |         69 |        984 |
| app\api\brands\kia\demo-cars-list                                                                             |          1 |        485 |          0 |         30 |        515 |
| app\api\brands\kia\demo-job-cards                                                                             |          1 |        398 |          0 |         49 |        447 |
| app\api\brands\kia\proforma                                                                                   |          6 |        536 |          0 |         59 |        595 |
| app\api\brands\kia\proforma (Files)                                                                           |          1 |        191 |          0 |         20 |        211 |
| app\api\brands\kia\proforma\[id]                                                                              |          2 |        130 |          0 |         17 |        147 |
| app\api\brands\kia\proforma\[id] (Files)                                                                      |          1 |         94 |          0 |         12 |        106 |
| app\api\brands\kia\proforma\[id]\preview                                                                      |          1 |         36 |          0 |          5 |         41 |
| app\api\brands\kia\proforma\analytics                                                                         |          1 |        138 |          0 |          9 |        147 |
| app\api\brands\kia\proforma\options                                                                           |          1 |         50 |          0 |          7 |         57 |
| app\api\brands\kia\proforma\settings                                                                          |          1 |         27 |          0 |          6 |         33 |
| app\api\business-excellence                                                                                   |          2 |         12 |          0 |          6 |         18 |
| app\api\business-excellence (Files)                                                                           |          1 |          6 |          0 |          3 |          9 |
| app\api\business-excellence\ro-billing-analysis                                                               |          1 |          6 |          0 |          3 |          9 |
| app\api\finance-orders                                                                                        |          2 |        680 |          0 |         70 |        750 |
| app\api\finance-orders (Files)                                                                                |          1 |        399 |          0 |         46 |        445 |
| app\api\finance-orders\workflow                                                                               |          1 |        281 |          0 |         24 |        305 |
| app\api\health                                                                                                |          1 |         33 |          2 |          5 |         40 |
| app\api\notifications                                                                                         |          1 |        102 |          0 |         17 |        119 |
| app\api\purchase-orders                                                                                       |          6 |      1,496 |         14 |        232 |      1,742 |
| app\api\purchase-orders (Files)                                                                               |          1 |        495 |          4 |         85 |        584 |
| app\api\purchase-orders\approve                                                                               |          1 |         74 |          7 |         17 |         98 |
| app\api\purchase-orders\bulk-approve                                                                          |          1 |        169 |          0 |         27 |        196 |
| app\api\purchase-orders\file                                                                                  |          1 |         89 |          1 |         24 |        114 |
| app\api\purchase-orders\upload                                                                                |          1 |         74 |          0 |         13 |         87 |
| app\api\purchase-orders\workflow                                                                              |          1 |        595 |          2 |         66 |        663 |
| app\api\user-preferences                                                                                      |          1 |        118 |          4 |         23 |        145 |
| app\auth                                                                                                      |          1 |        220 |          1 |         20 |        241 |
| app\auth\login                                                                                                |          1 |        220 |          1 |         20 |        241 |
| app\brands                                                                                                    |          8 |        773 |         24 |        118 |        915 |
| app\brands\kia                                                                                                |          8 |        773 |         24 |        118 |        915 |
| app\brands\kia\business-excellence                                                                            |          3 |         88 |          0 |         18 |        106 |
| app\brands\kia\business-excellence (Files)                                                                    |          1 |         29 |          0 |          7 |         36 |
| app\brands\kia\business-excellence\[report]                                                                   |          2 |         59 |          0 |         11 |         70 |
| app\brands\kia\demo-cars-list                                                                                 |          1 |         17 |          0 |          6 |         23 |
| app\brands\kia\demo-job-cards                                                                                 |          1 |         17 |          0 |          6 |         23 |
| app\brands\kia\proforma                                                                                       |          2 |         48 |          0 |         10 |         58 |
| app\brands\kia\proforma (Files)                                                                               |          1 |         16 |          0 |          4 |         20 |
| app\brands\kia\proforma\[section]                                                                             |          1 |         32 |          0 |          6 |         38 |
| app\brands\kia\ro-billing                                                                                     |          1 |        603 |         24 |         78 |        705 |
| app\dashboard                                                                                                 |          1 |         60 |          0 |          6 |         66 |
| app\finance-orders                                                                                            |          1 |         23 |          0 |          5 |         28 |
| app\purchase-orders                                                                                           |          1 |      2,232 |          3 |        238 |      2,473 |
| components                                                                                                    |         46 |      8,802 |         93 |        852 |      9,747 |
| components\analytics                                                                                          |          6 |        395 |          0 |         28 |        423 |
| components\layout                                                                                             |          4 |      1,720 |         12 |        185 |      1,917 |
| components\providers                                                                                          |          1 |        110 |          2 |         25 |        137 |
| components\purchase-orders                                                                                    |         18 |      4,956 |         56 |        425 |      5,437 |
| components\shared                                                                                             |          4 |        643 |         20 |         59 |        722 |
| components\ui                                                                                                 |         13 |        978 |          3 |        130 |      1,111 |
| config                                                                                                        |          1 |         25 |         12 |          5 |         42 |
| context                                                                                                       |          1 |         22 |          0 |          7 |         29 |
| docs                                                                                                          |          1 |      1,213 |          0 |        144 |      1,357 |
| features                                                                                                      |         10 |     15,035 |         27 |        929 |     15,991 |
| features\dashboard                                                                                            |          1 |        116 |          4 |          6 |        126 |
| features\finance-orders                                                                                       |          1 |      1,218 |          0 |         70 |      1,288 |
| features\kia                                                                                                  |          8 |     13,701 |         23 |        853 |     14,577 |
| lib                                                                                                           |         35 |      4,560 |         89 |        589 |      5,238 |
| lib (Files)                                                                                                   |          5 |        399 |          0 |         71 |        470 |
| lib\api                                                                                                       |          2 |        173 |          0 |         29 |        202 |
| lib\auth                                                                                                      |          3 |        163 |          2 |         43 |        208 |
| lib\business-excellence                                                                                       |          3 |        210 |          0 |         24 |        234 |
| lib\db                                                                                                        |          2 |        798 |         35 |         71 |        904 |
| lib\finance-orders                                                                                            |          1 |        116 |          0 |         24 |        140 |
| lib\hooks                                                                                                     |          2 |        137 |          6 |         26 |        169 |
| lib\kia-proforma                                                                                              |          4 |        763 |          0 |         70 |        833 |
| lib\notifications                                                                                             |          3 |        590 |          0 |         68 |        658 |
| lib\permissions                                                                                               |          2 |        696 |          0 |         65 |        761 |
| lib\purchase-orders                                                                                           |          1 |        208 |          0 |         28 |        236 |
| lib\redis                                                                                                     |          2 |        119 |         10 |         34 |        163 |
| lib\supabase                                                                                                  |          5 |        188 |         36 |         36 |        260 |
| public                                                                                                        |          6 |         57 |          0 |         11 |         68 |
| scratch                                                                                                       |          1 |         29 |          0 |          4 |         33 |
| scripts                                                                                                       |         36 |      3,701 |        273 |        573 |      4,547 |
+---------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+---------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                      | language           | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| c:\Users\HP\Downloads\Main_Dashboard\AGENTS.md                                                                | Markdown           |          2 |          2 |          2 |          6 |
| c:\Users\HP\Downloads\Main_Dashboard\BRAND_ACCESS_SETUP.md                                                    | Markdown           |        116 |          0 |         34 |        150 |
| c:\Users\HP\Downloads\Main_Dashboard\CLAUDE.md                                                                | Markdown           |          1 |          0 |          1 |          2 |
| c:\Users\HP\Downloads\Main_Dashboard\PROJECT_CONTEXT.md                                                       | Markdown           |        559 |          0 |        141 |        700 |
| c:\Users\HP\Downloads\Main_Dashboard\PROJECT_DEEP_ANALYSIS.md                                                 | Markdown           |        436 |          0 |        189 |        625 |
| c:\Users\HP\Downloads\Main_Dashboard\PROJECT_KT_HANDOVER.md                                                   | Markdown           |        456 |          0 |        199 |        655 |
| c:\Users\HP\Downloads\Main_Dashboard\PURCHASE_ORDERS_COMPLETE.md                                              | Markdown           |        265 |          0 |         62 |        327 |
| c:\Users\HP\Downloads\Main_Dashboard\PURCHASE_ORDERS_ENHANCEMENTS_GUIDE.md                                    | Markdown           |        258 |          0 |         71 |        329 |
| c:\Users\HP\Downloads\Main_Dashboard\PURCHASE_ORDERS_SETUP.md                                                 | Markdown           |        146 |          0 |         51 |        197 |
| c:\Users\HP\Downloads\Main_Dashboard\QUICK_START.md                                                           | Markdown           |         91 |          0 |         26 |        117 |
| c:\Users\HP\Downloads\Main_Dashboard\README.md                                                                | Markdown           |         23 |          0 |         14 |         37 |
| c:\Users\HP\Downloads\Main_Dashboard\REDIS_SETUP.md                                                           | Markdown           |        134 |          0 |         54 |        188 |
| c:\Users\HP\Downloads\Main_Dashboard\SETTINGS_SETUP.md                                                        | Markdown           |        172 |          0 |         38 |        210 |
| c:\Users\HP\Downloads\Main_Dashboard\SETUP_ADMIN_USER.md                                                      | Markdown           |        120 |          0 |         33 |        153 |
| c:\Users\HP\Downloads\Main_Dashboard\WORKFLOW_REDESIGN_SUMMARY.md                                             | Markdown           |        117 |          0 |         29 |        146 |
| c:\Users\HP\Downloads\Main_Dashboard\app\admin\page.tsx                                                       | TypeScript JSX     |          4 |          1 |          3 |          8 |
| c:\Users\HP\Downloads\Main_Dashboard\app\admin\permissions\page.tsx                                           | TypeScript JSX     |        551 |          0 |         43 |        594 |
| c:\Users\HP\Downloads\Main_Dashboard\app\admin\roles\page.tsx                                                 | TypeScript JSX     |        203 |          1 |         18 |        222 |
| c:\Users\HP\Downloads\Main_Dashboard\app\admin\settings\page.tsx                                              | TypeScript JSX     |        358 |         10 |         26 |        394 |
| c:\Users\HP\Downloads\Main_Dashboard\app\admin\users\page.tsx                                                 | TypeScript JSX     |      1,245 |          7 |         77 |      1,329 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\admin\permissions\route.ts                                       | TypeScript         |        151 |          0 |         25 |        176 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\admin\settings\route.ts                                          | TypeScript         |         81 |          0 |         14 |         95 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\admin\users\route.ts                                             | TypeScript         |        458 |          9 |         90 |        557 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\auth\login\route.ts                                              | TypeScript         |         48 |          0 |          7 |         55 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\auth\logout\route.ts                                             | TypeScript         |         10 |          1 |          6 |         17 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\auth\permissions\route.ts                                        | TypeScript         |         33 |          0 |          6 |         39 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\auth\user\route.ts                                               | TypeScript         |         39 |          0 |          7 |         46 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\ai-summary\route.ts               | TypeScript         |        438 |          0 |         65 |        503 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\complaints\route.ts               | TypeScript         |        726 |          0 |         26 |        752 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\open-ro\route.ts                  | TypeScript         |        500 |          0 |         28 |        528 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\overview\route.ts                 | TypeScript         |      1,164 |          0 |         62 |      1,226 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\performance-intelligence\route.ts | TypeScript         |        430 |          0 |         30 |        460 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\ro-billing-analysis\route.ts      | TypeScript         |      1,487 |          3 |        146 |      1,636 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\route.ts                          | TypeScript         |        290 |          0 |         35 |        325 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\rows\route.ts                     | TypeScript         |         16 |          0 |          5 |         21 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\workshop-performance\route.ts     | TypeScript         |        915 |          0 |         69 |        984 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\demo-cars-list\route.ts                               | TypeScript         |        485 |          0 |         30 |        515 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\demo-job-cards\route.ts                               | TypeScript         |        398 |          0 |         49 |        447 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\proforma\[id]\preview\route.ts                        | TypeScript         |         36 |          0 |          5 |         41 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\proforma\[id]\route.ts                                | TypeScript         |         94 |          0 |         12 |        106 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\proforma\analytics\route.ts                           | TypeScript         |        138 |          0 |          9 |        147 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\proforma\options\route.ts                             | TypeScript         |         50 |          0 |          7 |         57 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\proforma\route.ts                                     | TypeScript         |        191 |          0 |         20 |        211 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\proforma\settings\route.ts                            | TypeScript         |         27 |          0 |          6 |         33 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\business-excellence\ro-billing-analysis\route.ts                 | TypeScript         |          6 |          0 |          3 |          9 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\business-excellence\route.ts                                     | TypeScript         |          6 |          0 |          3 |          9 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\finance-orders\route.ts                                          | TypeScript         |        399 |          0 |         46 |        445 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\finance-orders\workflow\route.ts                                 | TypeScript         |        281 |          0 |         24 |        305 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\health\route.ts                                                  | TypeScript         |         33 |          2 |          5 |         40 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\notifications\route.ts                                           | TypeScript         |        102 |          0 |         17 |        119 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\purchase-orders\approve\route.ts                                 | TypeScript         |         74 |          7 |         17 |         98 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\purchase-orders\bulk-approve\route.ts                            | TypeScript         |        169 |          0 |         27 |        196 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\purchase-orders\file\route.ts                                    | TypeScript         |         89 |          1 |         24 |        114 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\purchase-orders\route.ts                                         | TypeScript         |        495 |          4 |         85 |        584 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\purchase-orders\upload\route.ts                                  | TypeScript         |         74 |          0 |         13 |         87 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\purchase-orders\workflow\route.ts                                | TypeScript         |        595 |          2 |         66 |        663 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\user-preferences\route.ts                                        | TypeScript         |        118 |          4 |         23 |        145 |
| c:\Users\HP\Downloads\Main_Dashboard\app\auth\login\page.tsx                                                  | TypeScript JSX     |        220 |          1 |         20 |        241 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\kia\business-excellence\[report]\loading.tsx                  | TypeScript JSX     |         16 |          0 |          1 |         17 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\kia\business-excellence\[report]\page.tsx                     | TypeScript JSX     |         43 |          0 |         10 |         53 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\kia\business-excellence\page.tsx                              | TypeScript JSX     |         29 |          0 |          7 |         36 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\kia\demo-cars-list\page.tsx                                   | TypeScript JSX     |         17 |          0 |          6 |         23 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\kia\demo-job-cards\page.tsx                                   | TypeScript JSX     |         17 |          0 |          6 |         23 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\kia\proforma\[section]\page.tsx                               | TypeScript JSX     |         32 |          0 |          6 |         38 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\kia\proforma\page.tsx                                         | TypeScript JSX     |         16 |          0 |          4 |         20 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\kia\ro-billing\page.tsx                                       | TypeScript JSX     |        603 |         24 |         78 |        705 |
| c:\Users\HP\Downloads\Main_Dashboard\app\dashboard\page.tsx                                                   | TypeScript JSX     |         60 |          0 |          6 |         66 |
| c:\Users\HP\Downloads\Main_Dashboard\app\finance-orders\page.tsx                                              | TypeScript JSX     |         23 |          0 |          5 |         28 |
| c:\Users\HP\Downloads\Main_Dashboard\app\forbidden.tsx                                                        | TypeScript JSX     |         20 |          0 |          2 |         22 |
| c:\Users\HP\Downloads\Main_Dashboard\app\globals.css                                                          | PostCSS            |      1,205 |          0 |        196 |      1,401 |
| c:\Users\HP\Downloads\Main_Dashboard\app\layout.tsx                                                           | TypeScript JSX     |         69 |          0 |          6 |         75 |
| c:\Users\HP\Downloads\Main_Dashboard\app\page.tsx                                                             | TypeScript JSX     |         16 |          1 |          4 |         21 |
| c:\Users\HP\Downloads\Main_Dashboard\app\purchase-orders\page.tsx                                             | TypeScript JSX     |      2,232 |          3 |        238 |      2,473 |
| c:\Users\HP\Downloads\Main_Dashboard\components.json                                                          | JSON               |         20 |          0 |          1 |         21 |
| c:\Users\HP\Downloads\Main_Dashboard\components\analytics\activity-card.tsx                                   | TypeScript JSX     |         50 |          0 |          5 |         55 |
| c:\Users\HP\Downloads\Main_Dashboard\components\analytics\integration-list.tsx                                | TypeScript JSX     |         65 |          0 |          4 |         69 |
| c:\Users\HP\Downloads\Main_Dashboard\components\analytics\kpi-card.tsx                                        | TypeScript JSX     |         55 |          0 |          7 |         62 |
| c:\Users\HP\Downloads\Main_Dashboard\components\analytics\sales-distribution.tsx                              | TypeScript JSX     |         66 |          0 |          4 |         70 |
| c:\Users\HP\Downloads\Main_Dashboard\components\analytics\sales-overview.tsx                                  | TypeScript JSX     |         95 |          0 |          4 |         99 |
| c:\Users\HP\Downloads\Main_Dashboard\components\analytics\subscriber-chart.tsx                                | TypeScript JSX     |         64 |          0 |          4 |         68 |
| c:\Users\HP\Downloads\Main_Dashboard\components\layout\header.tsx                                             | TypeScript JSX     |        269 |          3 |         30 |        302 |
| c:\Users\HP\Downloads\Main_Dashboard\components\layout\main-layout.tsx                                        | TypeScript JSX     |         27 |          0 |          3 |         30 |
| c:\Users\HP\Downloads\Main_Dashboard\components\layout\notification-bell.tsx                                  | TypeScript JSX     |        830 |          0 |        116 |        946 |
| c:\Users\HP\Downloads\Main_Dashboard\components\layout\sidebar.tsx                                            | TypeScript JSX     |        594 |          9 |         36 |        639 |
| c:\Users\HP\Downloads\Main_Dashboard\components\providers\query-provider.tsx                                  | TypeScript JSX     |        110 |          2 |         25 |        137 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\approval-card.tsx                             | TypeScript JSX     |        151 |          1 |         15 |        167 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\image-gallery.tsx                             | TypeScript JSX     |        135 |          1 |         20 |        156 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\md-grid-view.tsx                              | TypeScript JSX     |        439 |          1 |         27 |        467 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\md-table-view.tsx                             | TypeScript JSX     |        544 |          1 |         47 |        592 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\multi-stage-form.tsx                          | TypeScript JSX     |        599 |         13 |         38 |        650 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\multiple-image-upload.tsx                     | TypeScript JSX     |        339 |          1 |         43 |        383 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\order-image-preview-button.tsx                | TypeScript JSX     |        339 |          1 |         30 |        370 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\po-table-view.tsx                             | TypeScript JSX     |        279 |          4 |         25 |        308 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\remarks-dialog.tsx                            | TypeScript JSX     |        100 |          1 |         10 |        111 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\stage1-initial-submission.tsx                 | TypeScript JSX     |        360 |          6 |         26 |        392 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\stage2-vendor-information.tsx                 | TypeScript JSX     |        263 |          0 |         31 |        294 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\stage3-ea-approval.tsx                        | TypeScript JSX     |        169 |          4 |         12 |        185 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\stage3-md-approval.tsx                        | TypeScript JSX     |        176 |          5 |         13 |        194 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\stage4-grn.tsx                                | TypeScript JSX     |        244 |          7 |         20 |        271 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\stage5-accounts.tsx                           | TypeScript JSX     |        305 |          3 |         26 |        334 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\workflow-card-theme.ts                        | TypeScript         |         31 |          0 |          6 |         37 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\workflow-status-card.tsx                      | TypeScript JSX     |        287 |          0 |         19 |        306 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\workflow-timeline.tsx                         | TypeScript JSX     |        196 |          7 |         17 |        220 |
| c:\Users\HP\Downloads\Main_Dashboard\components\shared\access-control-overlay.tsx                             | TypeScript JSX     |         41 |          3 |          7 |         51 |
| c:\Users\HP\Downloads\Main_Dashboard\components\shared\data-table.tsx                                         | TypeScript JSX     |        186 |          0 |          9 |        195 |
| c:\Users\HP\Downloads\Main_Dashboard\components\shared\dynamic-row-form.tsx                                   | TypeScript JSX     |        320 |         16 |         36 |        372 |
| c:\Users\HP\Downloads\Main_Dashboard\components\shared\form.tsx                                               | TypeScript JSX     |         96 |          1 |          7 |        104 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\badge.tsx                                                  | TypeScript JSX     |         35 |          0 |          6 |         41 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\button.tsx                                                 | TypeScript JSX     |         51 |          0 |          6 |         57 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\card.tsx                                                   | TypeScript JSX     |         71 |          0 |          9 |         80 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\checkbox.tsx                                               | TypeScript JSX     |         26 |          1 |          6 |         33 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\dialog.tsx                                                 | TypeScript JSX     |        108 |          0 |         13 |        121 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\dropdown-menu.tsx                                          | TypeScript JSX     |        181 |          0 |         18 |        199 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\form.tsx                                                   | TypeScript JSX     |        145 |          0 |         24 |        169 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\input.tsx                                                  | TypeScript JSX     |         22 |          1 |          5 |         28 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\label.tsx                                                  | TypeScript JSX     |         20 |          0 |          5 |         25 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\select.tsx                                                 | TypeScript JSX     |        145 |          0 |         14 |        159 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\table.tsx                                                  | TypeScript JSX     |        107 |          0 |         11 |        118 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\tabs.tsx                                                   | TypeScript JSX     |         47 |          0 |          7 |         54 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\textarea.tsx                                               | TypeScript JSX     |         20 |          1 |          6 |         27 |
| c:\Users\HP\Downloads\Main_Dashboard\config\env-config.ts                                                     | TypeScript         |         25 |         12 |          5 |         42 |
| c:\Users\HP\Downloads\Main_Dashboard\context\sidebar-context.tsx                                              | TypeScript JSX     |         22 |          0 |          7 |         29 |
| c:\Users\HP\Downloads\Main_Dashboard\docs\BUSINESS_EXCELLENCE_SQL_QUERIES.md                                  | Markdown           |      1,213 |          0 |        144 |      1,357 |
| c:\Users\HP\Downloads\Main_Dashboard\drizzle.config.ts                                                        | TypeScript         |         11 |          0 |          2 |         13 |
| c:\Users\HP\Downloads\Main_Dashboard\eslint.config.mjs                                                        | JavaScript         |         16 |          2 |          3 |         21 |
| c:\Users\HP\Downloads\Main_Dashboard\features\dashboard\dashboard-page.tsx                                    | TypeScript JSX     |        116 |          4 |          6 |        126 |
| c:\Users\HP\Downloads\Main_Dashboard\features\finance-orders\finance-orders-page.tsx                          | TypeScript JSX     |      1,218 |          0 |         70 |      1,288 |
| c:\Users\HP\Downloads\Main_Dashboard\features\kia\business-excellence-overview.tsx                            | TypeScript JSX     |      1,729 |          0 |        110 |      1,839 |
