Date : 2026-05-26 12:34:05
Directory : c:\Users\HP\Downloads\Main_Dashboard
Total : 163 files,  40145 codes, 611 comments, 3661 blanks, all 44417 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| app\api\admin                                                                                                 |          2 |        386 |         13 |         77 |        476 |
| app\api\admin\settings                                                                                        |          1 |         81 |          0 |         14 |         95 |
| app\api\admin\users                                                                                           |          1 |        305 |         13 |         63 |        381 |
| app\api\auth                                                                                                  |          3 |         93 |          1 |         20 |        114 |
| app\api\auth\login                                                                                            |          1 |         44 |          0 |          7 |         51 |
| app\api\auth\logout                                                                                           |          1 |         10 |          1 |          6 |         17 |
| app\api\auth\user                                                                                             |          1 |         39 |          0 |          7 |         46 |
| app\api\brands                                                                                                |          6 |      3,075 |          0 |        247 |      3,322 |
| app\api\brands\kia                                                                                            |          6 |      3,075 |          0 |        247 |      3,322 |
| app\api\brands\kia\business-excellence                                                                        |          6 |      3,075 |          0 |        247 |      3,322 |
| app\api\brands\kia\business-excellence (Files)                                                                |          1 |        291 |          0 |         35 |        326 |
| app\api\brands\kia\business-excellence\open-ro                                                                |          1 |        444 |          0 |         27 |        471 |
| app\api\brands\kia\business-excellence\performance-intelligence                                               |          1 |        430 |          0 |         30 |        460 |
| app\api\brands\kia\business-excellence\ro-billing-analysis                                                    |          1 |      1,302 |          0 |        131 |      1,433 |
| app\api\brands\kia\business-excellence\rows                                                                   |          1 |         17 |          0 |          5 |         22 |
| app\api\brands\kia\business-excellence\workshop-performance                                                   |          1 |        591 |          0 |         19 |        610 |
| app\api\business-excellence                                                                                   |          2 |         12 |          0 |          6 |         18 |
| app\api\business-excellence (Files)                                                                           |          1 |          6 |          0 |          3 |          9 |
| app\api\business-excellence\ro-billing-analysis                                                               |          1 |          6 |          0 |          3 |          9 |
| app\api\health                                                                                                |          1 |         33 |          2 |          5 |         40 |
| app\api\notifications                                                                                         |          1 |        102 |          0 |         17 |        119 |
| app\api\purchase-orders                                                                                       |          6 |      1,423 |         13 |        217 |      1,653 |
| app\api\purchase-orders (Files)                                                                               |          1 |        422 |          3 |         70 |        495 |
| app\api\purchase-orders\approve                                                                               |          1 |         74 |          7 |         17 |         98 |
| app\api\purchase-orders\bulk-approve                                                                          |          1 |        169 |          0 |         27 |        196 |
| app\api\purchase-orders\file                                                                                  |          1 |         89 |          1 |         24 |        114 |
| app\api\purchase-orders\upload                                                                                |          1 |         74 |          0 |         13 |         87 |
| app\api\purchase-orders\workflow                                                                              |          1 |        595 |          2 |         66 |        663 |
| app\api\user-preferences                                                                                      |          1 |        118 |          4 |         23 |        145 |
| app\auth                                                                                                      |          1 |        209 |          1 |         20 |        230 |
| app\auth\login                                                                                                |          1 |        209 |          1 |         20 |        230 |
| app\brands                                                                                                    |          4 |        676 |         24 |         95 |        795 |
| app\brands\kia                                                                                                |          4 |        676 |         24 |         95 |        795 |
| app\brands\kia\business-excellence                                                                            |          3 |         73 |          0 |         17 |         90 |
| app\brands\kia\business-excellence (Files)                                                                    |          1 |         16 |          0 |          6 |         22 |
| app\brands\kia\business-excellence\[report]                                                                   |          2 |         57 |          0 |         11 |         68 |
| app\brands\kia\ro-billing                                                                                     |          1 |        603 |         24 |         78 |        705 |
| app\dashboard                                                                                                 |          1 |         60 |          0 |          6 |         66 |
| app\purchase-orders                                                                                           |          1 |      2,131 |          3 |        229 |      2,363 |
| components                                                                                                    |         45 |      8,197 |         91 |        801 |      9,089 |
| components\analytics                                                                                          |          6 |        395 |          0 |         28 |        423 |
| components\layout                                                                                             |          4 |      1,471 |         11 |        165 |      1,647 |
| components\providers                                                                                          |          1 |        110 |          2 |         25 |        137 |
| components\purchase-orders                                                                                    |         17 |      4,600 |         55 |        394 |      5,049 |
| components\shared                                                                                             |          4 |        643 |         20 |         59 |        722 |
| components\ui                                                                                                 |         13 |        978 |          3 |        130 |      1,111 |
| config                                                                                                        |          1 |         25 |         12 |          5 |         42 |
| context                                                                                                       |          1 |         22 |          0 |          7 |         29 |
| features                                                                                                      |          3 |      5,541 |         31 |        382 |      5,954 |
| features\dashboard                                                                                            |          1 |        116 |          4 |          6 |        126 |
| features\kia                                                                                                  |          2 |      5,425 |         27 |        376 |      5,828 |
| lib                                                                                                           |         21 |      1,722 |        107 |        290 |      2,119 |
| lib (Files)                                                                                                   |          3 |        154 |          0 |         45 |        199 |
| lib\api                                                                                                       |          1 |         40 |          0 |          8 |         48 |
| lib\auth                                                                                                      |          3 |         93 |          2 |         27 |        122 |
| lib\db                                                                                                        |          2 |        451 |         32 |         49 |        532 |
| lib\hooks                                                                                                     |          2 |        137 |          6 |         26 |        169 |
| lib\notifications                                                                                             |          2 |        322 |          0 |         39 |        361 |
| lib\purchase-orders                                                                                           |          1 |        232 |          0 |         28 |        260 |
| lib\redis                                                                                                     |          2 |        109 |         31 |         33 |        173 |
| lib\supabase                                                                                                  |          5 |        184 |         36 |         35 |        255 |
| public                                                                                                        |          6 |         57 |          0 |         11 |         68 |
| scratch                                                                                                       |          1 |         29 |          0 |          4 |         33 |
| scripts                                                                                                       |         22 |      1,860 |        264 |        350 |      2,474 |
+---------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+---------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                      | language           | code       | comment    | blank      | total      |
+---------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| c:\Users\HP\Downloads\Main_Dashboard\.commandcode\taste\taste.md                                              | Markdown           |          0 |          0 |          1 |          1 |
| c:\Users\HP\Downloads\Main_Dashboard\AGENTS.md                                                                | Markdown           |          2 |          2 |          2 |          6 |
| c:\Users\HP\Downloads\Main_Dashboard\BRAND_ACCESS_SETUP.md                                                    | Markdown           |        116 |          0 |         34 |        150 |
| c:\Users\HP\Downloads\Main_Dashboard\CLAUDE.md                                                                | Markdown           |          1 |          0 |          1 |          2 |
| c:\Users\HP\Downloads\Main_Dashboard\PROJECT_CONTEXT.md                                                       | Markdown           |        261 |          0 |         82 |        343 |
| c:\Users\HP\Downloads\Main_Dashboard\PROJECT_DEEP_ANALYSIS.md                                                 | Markdown           |        412 |          0 |        182 |        594 |
| c:\Users\HP\Downloads\Main_Dashboard\PURCHASE_ORDERS_COMPLETE.md                                              | Markdown           |        265 |          0 |         62 |        327 |
| c:\Users\HP\Downloads\Main_Dashboard\PURCHASE_ORDERS_ENHANCEMENTS_GUIDE.md                                    | Markdown           |        258 |          0 |         71 |        329 |
| c:\Users\HP\Downloads\Main_Dashboard\PURCHASE_ORDERS_SETUP.md                                                 | Markdown           |        146 |          0 |         51 |        197 |
| c:\Users\HP\Downloads\Main_Dashboard\QUICK_START.md                                                           | Markdown           |         91 |          0 |         26 |        117 |
| c:\Users\HP\Downloads\Main_Dashboard\README.md                                                                | Markdown           |         23 |          0 |         14 |         37 |
| c:\Users\HP\Downloads\Main_Dashboard\REDIS_SETUP.md                                                           | Markdown           |        134 |          0 |         54 |        188 |
| c:\Users\HP\Downloads\Main_Dashboard\SETTINGS_SETUP.md                                                        | Markdown           |        172 |          0 |         38 |        210 |
| c:\Users\HP\Downloads\Main_Dashboard\SETUP_ADMIN_USER.md                                                      | Markdown           |        120 |          0 |         33 |        153 |
| c:\Users\HP\Downloads\Main_Dashboard\WORKFLOW_REDESIGN_SUMMARY.md                                             | Markdown           |        117 |          0 |         29 |        146 |
| c:\Users\HP\Downloads\Main_Dashboard\app\admin\page.tsx                                                       | TypeScript JSX     |          4 |          1 |          3 |          8 |
| c:\Users\HP\Downloads\Main_Dashboard\app\admin\roles\page.tsx                                                 | TypeScript JSX     |        204 |          1 |         19 |        224 |
| c:\Users\HP\Downloads\Main_Dashboard\app\admin\settings\page.tsx                                              | TypeScript JSX     |        359 |          9 |         26 |        394 |
| c:\Users\HP\Downloads\Main_Dashboard\app\admin\users\page.tsx                                                 | TypeScript JSX     |        772 |          7 |         38 |        817 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\admin\settings\route.ts                                          | TypeScript         |         81 |          0 |         14 |         95 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\admin\users\route.ts                                             | TypeScript         |        305 |         13 |         63 |        381 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\auth\login\route.ts                                              | TypeScript         |         44 |          0 |          7 |         51 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\auth\logout\route.ts                                             | TypeScript         |         10 |          1 |          6 |         17 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\auth\user\route.ts                                               | TypeScript         |         39 |          0 |          7 |         46 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\open-ro\route.ts                  | TypeScript         |        444 |          0 |         27 |        471 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\performance-intelligence\route.ts | TypeScript         |        430 |          0 |         30 |        460 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\ro-billing-analysis\route.ts      | TypeScript         |      1,302 |          0 |        131 |      1,433 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\route.ts                          | TypeScript         |        291 |          0 |         35 |        326 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\rows\route.ts                     | TypeScript         |         17 |          0 |          5 |         22 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\workshop-performance\route.ts     | TypeScript         |        591 |          0 |         19 |        610 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\business-excellence\ro-billing-analysis\route.ts                 | TypeScript         |          6 |          0 |          3 |          9 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\business-excellence\route.ts                                     | TypeScript         |          6 |          0 |          3 |          9 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\health\route.ts                                                  | TypeScript         |         33 |          2 |          5 |         40 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\notifications\route.ts                                           | TypeScript         |        102 |          0 |         17 |        119 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\purchase-orders\approve\route.ts                                 | TypeScript         |         74 |          7 |         17 |         98 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\purchase-orders\bulk-approve\route.ts                            | TypeScript         |        169 |          0 |         27 |        196 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\purchase-orders\file\route.ts                                    | TypeScript         |         89 |          1 |         24 |        114 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\purchase-orders\route.ts                                         | TypeScript         |        422 |          3 |         70 |        495 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\purchase-orders\upload\route.ts                                  | TypeScript         |         74 |          0 |         13 |         87 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\purchase-orders\workflow\route.ts                                | TypeScript         |        595 |          2 |         66 |        663 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\user-preferences\route.ts                                        | TypeScript         |        118 |          4 |         23 |        145 |
| c:\Users\HP\Downloads\Main_Dashboard\app\auth\login\page.tsx                                                  | TypeScript JSX     |        209 |          1 |         20 |        230 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\kia\business-excellence\[report]\loading.tsx                  | TypeScript JSX     |         16 |          0 |          1 |         17 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\kia\business-excellence\[report]\page.tsx                     | TypeScript JSX     |         41 |          0 |         10 |         51 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\kia\business-excellence\page.tsx                              | TypeScript JSX     |         16 |          0 |          6 |         22 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\kia\ro-billing\page.tsx                                       | TypeScript JSX     |        603 |         24 |         78 |        705 |
| c:\Users\HP\Downloads\Main_Dashboard\app\dashboard\page.tsx                                                   | TypeScript JSX     |         60 |          0 |          6 |         66 |
| c:\Users\HP\Downloads\Main_Dashboard\app\forbidden.tsx                                                        | TypeScript JSX     |         20 |          0 |          2 |         22 |
| c:\Users\HP\Downloads\Main_Dashboard\app\globals.css                                                          | PostCSS            |        235 |          0 |         43 |        278 |
| c:\Users\HP\Downloads\Main_Dashboard\app\layout.tsx                                                           | TypeScript JSX     |         61 |          0 |          6 |         67 |
| c:\Users\HP\Downloads\Main_Dashboard\app\page.tsx                                                             | TypeScript JSX     |         13 |          1 |          4 |         18 |
| c:\Users\HP\Downloads\Main_Dashboard\app\purchase-orders\page.tsx                                             | TypeScript JSX     |      2,131 |          3 |        229 |      2,363 |
| c:\Users\HP\Downloads\Main_Dashboard\components.json                                                          | JSON               |         20 |          0 |          1 |         21 |
| c:\Users\HP\Downloads\Main_Dashboard\components\analytics\activity-card.tsx                                   | TypeScript JSX     |         50 |          0 |          5 |         55 |
| c:\Users\HP\Downloads\Main_Dashboard\components\analytics\integration-list.tsx                                | TypeScript JSX     |         65 |          0 |          4 |         69 |
| c:\Users\HP\Downloads\Main_Dashboard\components\analytics\kpi-card.tsx                                        | TypeScript JSX     |         55 |          0 |          7 |         62 |
| c:\Users\HP\Downloads\Main_Dashboard\components\analytics\sales-distribution.tsx                              | TypeScript JSX     |         66 |          0 |          4 |         70 |
| c:\Users\HP\Downloads\Main_Dashboard\components\analytics\sales-overview.tsx                                  | TypeScript JSX     |         95 |          0 |          4 |         99 |
| c:\Users\HP\Downloads\Main_Dashboard\components\analytics\subscriber-chart.tsx                                | TypeScript JSX     |         64 |          0 |          4 |         68 |
| c:\Users\HP\Downloads\Main_Dashboard\components\layout\header.tsx                                             | TypeScript JSX     |        191 |          3 |         21 |        215 |
| c:\Users\HP\Downloads\Main_Dashboard\components\layout\main-layout.tsx                                        | TypeScript JSX     |         27 |          0 |          3 |         30 |
| c:\Users\HP\Downloads\Main_Dashboard\components\layout\notification-bell.tsx                                  | TypeScript JSX     |        830 |          0 |        116 |        946 |
| c:\Users\HP\Downloads\Main_Dashboard\components\layout\sidebar.tsx                                            | TypeScript JSX     |        423 |          8 |         25 |        456 |
| c:\Users\HP\Downloads\Main_Dashboard\components\providers\query-provider.tsx                                  | TypeScript JSX     |        110 |          2 |         25 |        137 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\approval-card.tsx                             | TypeScript JSX     |        151 |          1 |         15 |        167 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\image-gallery.tsx                             | TypeScript JSX     |        135 |          1 |         20 |        156 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\md-grid-view.tsx                              | TypeScript JSX     |        432 |          1 |         27 |        460 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\md-table-view.tsx                             | TypeScript JSX     |        534 |          1 |         47 |        582 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\multi-stage-form.tsx                          | TypeScript JSX     |        599 |         13 |         38 |        650 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\multiple-image-upload.tsx                     | TypeScript JSX     |        339 |          1 |         43 |        383 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\po-table-view.tsx                             | TypeScript JSX     |        279 |          4 |         25 |        308 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\remarks-dialog.tsx                            | TypeScript JSX     |        100 |          1 |         10 |        111 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\stage1-initial-submission.tsx                 | TypeScript JSX     |        360 |          6 |         26 |        392 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\stage2-vendor-information.tsx                 | TypeScript JSX     |        263 |          0 |         31 |        294 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\stage3-ea-approval.tsx                        | TypeScript JSX     |        169 |          4 |         12 |        185 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\stage3-md-approval.tsx                        | TypeScript JSX     |        176 |          5 |         13 |        194 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\stage4-grn.tsx                                | TypeScript JSX     |        244 |          7 |         20 |        271 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\stage5-accounts.tsx                           | TypeScript JSX     |        305 |          3 |         26 |        334 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\workflow-card-theme.ts                        | TypeScript         |         31 |          0 |          6 |         37 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\workflow-status-card.tsx                      | TypeScript JSX     |        287 |          0 |         19 |        306 |
| c:\Users\HP\Downloads\Main_Dashboard\components\purchase-orders\workflow-timeline.tsx                         | TypeScript JSX     |        196 |          7 |         16 |        219 |
| c:\Users\HP\Downloads\Main_Dashboard\components\shared\access-control-overlay.tsx                             | TypeScript JSX     |         41 |          3 |          7 |         51 |
| c:\Users\HP\Downloads\Main_Dashboard\components\shared\data-table.tsx                                         | TypeScript JSX     |        186 |          0 |          9 |        195 |
| c:\Users\HP\Downloads\Main_Dashboard\components\shared\dynamic-row-form.tsx                                   | TypeScript JSX     |        320 |         16 |         36 |        372 |
| c:\Users\HP\Downloads\Main_Dashboard\components\shared\form.tsx                                               | TypeScript JSX     |         96 |          1 |          7 |        104 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\badge.tsx                                                  | TypeScript JSX     |         35 |          0 |          6 |         41 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\button.tsx                                                 | TypeScript JSX     |         51 |          0 |          6 |         57 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\card.tsx                                                   | TypeScript JSX     |         71 |          0 |          9 |         80 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\checkbox.tsx                                               | TypeScript JSX     |         26 |          1 |          6 |         33 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\dialog.tsx                                                 | TypeScript JSX     |        108 |          0 |         13 |        121 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\dropdown-menu.tsx                                          | TypeScript JSX     |        181 |          0 |         18 |        199 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\form.tsx                                                   | TypeScript JSX     |        145 |          0 |         24 |        169 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\input.tsx                                                  | TypeScript JSX     |         22 |          1 |          5 |         28 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\label.tsx                                                  | TypeScript JSX     |         20 |          0 |          5 |         25 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\select.tsx                                                 | TypeScript JSX     |        145 |          0 |         14 |        159 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\table.tsx                                                  | TypeScript JSX     |        107 |          0 |         11 |        118 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\tabs.tsx                                                   | TypeScript JSX     |         47 |          0 |          7 |         54 |
| c:\Users\HP\Downloads\Main_Dashboard\components\ui\textarea.tsx                                               | TypeScript JSX     |         20 |          1 |          6 |         27 |
| c:\Users\HP\Downloads\Main_Dashboard\config\env-config.ts                                                     | TypeScript         |         25 |         12 |          5 |         42 |
| c:\Users\HP\Downloads\Main_Dashboard\context\sidebar-context.tsx                                              | TypeScript JSX     |         22 |          0 |          7 |         29 |
| c:\Users\HP\Downloads\Main_Dashboard\drizzle.config.ts                                                        | TypeScript         |         11 |          0 |          2 |         13 |
| c:\Users\HP\Downloads\Main_Dashboard\eslint.config.mjs                                                        | JavaScript         |         14 |          2 |          3 |         19 |
| c:\Users\HP\Downloads\Main_Dashboard\features\dashboard\dashboard-page.tsx                                    | TypeScript JSX     |        116 |          4 |          6 |        126 |
| c:\Users\HP\Downloads\Main_Dashboard\features\kia\business-excellence-page.tsx                                | TypeScript JSX     |      4,824 |         25 |        329 |      5,178 |
| c:\Users\HP\Downloads\Main_Dashboard\features\kia\open-ro-section.tsx                                         | TypeScript JSX     |        601 |          2 |         47 |        650 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\api\timing.ts                                                        | TypeScript         |         40 |          0 |          8 |         48 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\auth\app-user.ts                                                     | TypeScript         |         40 |          0 |          8 |         48 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\auth\auth-helpers.ts                                                 | TypeScript         |         24 |          2 |         10 |         36 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\auth\brand-access.ts                                                 | TypeScript         |         29 |          0 |          9 |         38 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\branches.ts                                                          | TypeScript         |         35 |          0 |         10 |         45 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\date-time.ts                                                         | TypeScript         |        114 |          0 |         33 |        147 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\db\index.ts                                                          | TypeScript         |         23 |          3 |          5 |         31 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\db\schema.ts                                                         | TypeScript         |        428 |         29 |         44 |        501 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\hooks\use-user-preferences.ts                                        | TypeScript         |        111 |          5 |         20 |        136 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\hooks\use-user-role.ts                                               | TypeScript         |         26 |          1 |          6 |         33 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\notifications\types.ts                                               | TypeScript         |         16 |          0 |          2 |         18 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\notifications\workflow.ts                                            | TypeScript         |        306 |          0 |         37 |        343 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\purchase-orders\access.ts                                            | TypeScript         |        232 |          0 |         28 |        260 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\redis\cache-utils.ts                                                 | TypeScript         |         82 |         24 |         24 |        130 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\redis\client.ts                                                      | TypeScript         |         27 |          7 |          9 |         43 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\supabase\admin.ts                                                    | TypeScript         |         12 |          4 |          2 |         18 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\supabase\client.ts                                                   | TypeScript         |         15 |          0 |          2 |         17 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\supabase\middleware.ts                                               | TypeScript         |         46 |          5 |          9 |         60 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\supabase\server.ts                                                   | TypeScript         |         25 |          3 |          3 |         31 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\supabase\storage.ts                                                  | TypeScript         |         86 |         24 |         19 |        129 |
| c:\Users\HP\Downloads\Main_Dashboard\lib\utils.ts                                                             | TypeScript         |          5 |          0 |          2 |          7 |
| c:\Users\HP\Downloads\Main_Dashboard\next.config.ts                                                           | TypeScript         |         26 |          0 |          3 |         29 |
| c:\Users\HP\Downloads\Main_Dashboard\package-lock.json                                                        | JSON               |     10,196 |          0 |          1 |     10,197 |
| c:\Users\HP\Downloads\Main_Dashboard\package.json                                                             | JSON               |         61 |          0 |          1 |         62 |
| c:\Users\HP\Downloads\Main_Dashboard\postcss.config.mjs                                                       | JavaScript         |          6 |          0 |          2 |          8 |
| c:\Users\HP\Downloads\Main_Dashboard\proxy.ts                                                                 | TypeScript         |         10 |          8 |          4 |         22 |
| c:\Users\HP\Downloads\Main_Dashboard\public\file.svg                                                          | XML                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Downloads\Main_Dashboard\public\globe.svg                                                         | XML                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Downloads\Main_Dashboard\public\next.svg                                                          | XML                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Downloads\Main_Dashboard\public\sw.js                                                             | JavaScript         |         52 |          0 |         11 |         63 |
| c:\Users\HP\Downloads\Main_Dashboard\public\vercel.svg                                                        | XML                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Downloads\Main_Dashboard\public\window.svg                                                        | XML                |          1 |          0 |          0 |          1 |
| c:\Users\HP\Downloads\Main_Dashboard\scratch\init-db.ts                                                       | TypeScript         |         29 |          0 |          4 |         33 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\add-actual-amount-column.sql                                     | MS SQL             |          3 |          3 |          3 |          9 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\add-brand-column.sql                                             | MS SQL             |          2 |          5 |          4 |         11 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\add-purchase-order-bill-images.sql                               | MS SQL             |          6 |          1 |          3 |         10 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\add-purchase-order-enhancements.sql                              | MS SQL             |        114 |         24 |         21 |        159 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\add-purchase-order-notifications.sql                             | MS SQL             |        110 |          6 |         19 |        135 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\add-purchase-order-vendor-details.sql                            | MS SQL             |         10 |          2 |          4 |         16 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\backfill-purchase-order-stage-notifications.sql                  | MS SQL             |         56 |          2 |          2 |         60 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\business-excellence-relational-indexes.sql                       | MS SQL             |         56 |          2 |         29 |         87 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\create-admin-user.sql                                            | MS SQL             |         22 |         10 |          6 |         38 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\create-admin-user.ts                                             | TypeScript         |         76 |         10 |         17 |        103 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\create-purchase-orders-table.sql                                 | MS SQL             |        156 |         24 |         29 |        209 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\create-settings-table.sql                                        | MS SQL             |         24 |          4 |          3 |         31 |
| c:\Users\HP\Downloads\Main_Dashboard\scripts\dashboard-performance-optimization.sql                           | MS SQL             |        357 |         25 |         60 |        442 |
