Date : 2026-06-06 11:46:36
Directory : c:\Users\HP\Downloads\Main_Dashboard
Total : 273 files,  107788 codes, 668 comments, 8920 blanks, all 117376 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| app\api\admin                                                                                                      |          3 |        690 |          9 |        129 |        828 |
| app\api\admin\permissions                                                                                          |          1 |        151 |          0 |         25 |        176 |
| app\api\admin\settings                                                                                             |          1 |         81 |          0 |         14 |         95 |
| app\api\admin\users                                                                                                |          1 |        458 |          9 |         90 |        557 |
| app\api\auth                                                                                                       |          4 |        130 |          1 |         26 |        157 |
| app\api\auth\login                                                                                                 |          1 |         48 |          0 |          7 |         55 |
| app\api\auth\logout                                                                                                |          1 |         10 |          1 |          6 |         17 |
| app\api\auth\permissions                                                                                           |          1 |         33 |          0 |          6 |         39 |
| app\api\auth\user                                                                                                  |          1 |         39 |          0 |          7 |         46 |
| app\api\brands                                                                                                     |         42 |     21,720 |          0 |      1,647 |     23,367 |
| app\api\brands\hyundai                                                                                             |         12 |      6,604 |          0 |        480 |      7,084 |
| app\api\brands\hyundai\business-excellence                                                                         |         11 |      6,312 |          0 |        465 |      6,777 |
| app\api\brands\hyundai\business-excellence (Files)                                                                 |          1 |        302 |          0 |         36 |        338 |
| app\api\brands\hyundai\business-excellence\ai-summary                                                              |          1 |        445 |          0 |         65 |        510 |
| app\api\brands\hyundai\business-excellence\complaints                                                              |          1 |        736 |          0 |         27 |        763 |
| app\api\brands\hyundai\business-excellence\freshness                                                               |          1 |        139 |          0 |         11 |        150 |
| app\api\brands\hyundai\business-excellence\open-ro                                                                 |          1 |        510 |          0 |         30 |        540 |
| app\api\brands\hyundai\business-excellence\overview                                                                |          1 |      1,178 |          0 |         62 |      1,240 |
| app\api\brands\hyundai\business-excellence\performance-intelligence                                                |          1 |        437 |          0 |         30 |        467 |
| app\api\brands\hyundai\business-excellence\ro-billing-analysis                                                     |          1 |      1,398 |          0 |        140 |      1,538 |
| app\api\brands\hyundai\business-excellence\ro-billing-report                                                       |          1 |        288 |          0 |         15 |        303 |
| app\api\brands\hyundai\business-excellence\rows                                                                    |          1 |         16 |          0 |          5 |         21 |
| app\api\brands\hyundai\business-excellence\workshop-performance                                                    |          1 |        863 |          0 |         44 |        907 |
| app\api\brands\hyundai\repair-orders                                                                               |          1 |        292 |          0 |         15 |        307 |
| app\api\brands\kia                                                                                                 |         19 |      8,256 |          0 |        661 |      8,917 |
| app\api\brands\kia\business-excellence                                                                             |         10 |      6,422 |          0 |        498 |      6,920 |
| app\api\brands\kia\business-excellence (Files)                                                                     |          1 |        300 |          0 |         36 |        336 |
| app\api\brands\kia\business-excellence\ai-summary                                                                  |          1 |        445 |          0 |         65 |        510 |
| app\api\brands\kia\business-excellence\complaints                                                                  |          1 |        730 |          0 |         26 |        756 |
| app\api\brands\kia\business-excellence\freshness                                                                   |          1 |        119 |          0 |         10 |        129 |
| app\api\brands\kia\business-excellence\open-ro                                                                     |          1 |        525 |          0 |         30 |        555 |
| app\api\brands\kia\business-excellence\overview                                                                    |          1 |      1,397 |          0 |         79 |      1,476 |
| app\api\brands\kia\business-excellence\performance-intelligence                                                    |          1 |        433 |          0 |         30 |        463 |
| app\api\brands\kia\business-excellence\ro-billing-analysis                                                         |          1 |      1,459 |          0 |        143 |      1,602 |
| app\api\brands\kia\business-excellence\rows                                                                        |          1 |         16 |          0 |          5 |         21 |
| app\api\brands\kia\business-excellence\workshop-performance                                                        |          1 |        998 |          0 |         74 |      1,072 |
| app\api\brands\kia\demo-cars-list                                                                                  |          1 |        504 |          0 |         32 |        536 |
| app\api\brands\kia\demo-job-cards                                                                                  |          1 |        422 |          0 |         51 |        473 |
| app\api\brands\kia\proforma                                                                                        |          6 |        545 |          0 |         59 |        604 |
| app\api\brands\kia\proforma (Files)                                                                                |          1 |        191 |          0 |         20 |        211 |
| app\api\brands\kia\proforma\[id]                                                                                   |          2 |        130 |          0 |         17 |        147 |
| app\api\brands\kia\proforma\[id] (Files)                                                                           |          1 |         94 |          0 |         12 |        106 |
| app\api\brands\kia\proforma\[id]\preview                                                                           |          1 |         36 |          0 |          5 |         41 |
| app\api\brands\kia\proforma\analytics                                                                              |          1 |        138 |          0 |          9 |        147 |
| app\api\brands\kia\proforma\options                                                                                |          1 |         59 |          0 |          7 |         66 |
| app\api\brands\kia\proforma\settings                                                                               |          1 |         27 |          0 |          6 |         33 |
| app\api\brands\kia\service-appointment                                                                             |          1 |        363 |          0 |         21 |        384 |
| app\api\brands\platinum                                                                                            |         11 |      6,860 |          0 |        506 |      7,366 |
| app\api\brands\platinum\business-excellence                                                                        |         11 |      6,860 |          0 |        506 |      7,366 |
| app\api\brands\platinum\business-excellence (Files)                                                                |          1 |        300 |          0 |         36 |        336 |
| app\api\brands\platinum\business-excellence\ai-summary                                                             |          1 |        465 |          0 |         68 |        533 |
| app\api\brands\platinum\business-excellence\complaints                                                             |          1 |        731 |          0 |         26 |        757 |
| app\api\brands\platinum\business-excellence\freshness                                                              |          1 |        126 |          0 |         10 |        136 |
| app\api\brands\platinum\business-excellence\open-ro                                                                |          1 |        509 |          0 |         30 |        539 |
| app\api\brands\platinum\business-excellence\overview                                                               |          1 |      1,445 |          0 |         78 |      1,523 |
| app\api\brands\platinum\business-excellence\performance-intelligence                                               |          1 |        433 |          0 |         30 |        463 |
| app\api\brands\platinum\business-excellence\ro-billing-analysis                                                    |          1 |      1,397 |          0 |        140 |      1,537 |
| app\api\brands\platinum\business-excellence\rows                                                                   |          1 |         16 |          0 |          5 |         21 |
| app\api\brands\platinum\business-excellence\sot                                                                    |          1 |        360 |          0 |         28 |        388 |
| app\api\brands\platinum\business-excellence\workshop-performance                                                   |          1 |      1,078 |          0 |         55 |      1,133 |
| app\api\business-excellence                                                                                        |          2 |         12 |          0 |          6 |         18 |
| app\api\business-excellence (Files)                                                                                |          1 |          6 |          0 |          3 |          9 |
| app\api\business-excellence\ro-billing-analysis                                                                    |          1 |          6 |          0 |          3 |          9 |
| app\api\finance-orders                                                                                             |          2 |        680 |          0 |         70 |        750 |
| app\api\finance-orders (Files)                                                                                     |          1 |        399 |          0 |         46 |        445 |
| app\api\finance-orders\workflow                                                                                    |          1 |        281 |          0 |         24 |        305 |
| app\api\health                                                                                                     |          1 |         33 |          2 |          5 |         40 |
| app\api\notifications                                                                                              |          1 |        102 |          0 |         17 |        119 |
| app\api\purchase-orders                                                                                            |          6 |      1,496 |         14 |        232 |      1,742 |
| app\api\purchase-orders (Files)                                                                                    |          1 |        495 |          4 |         85 |        584 |
| app\api\purchase-orders\approve                                                                                    |          1 |         74 |          7 |         17 |         98 |
| app\api\purchase-orders\bulk-approve                                                                               |          1 |        169 |          0 |         27 |        196 |
| app\api\purchase-orders\file                                                                                       |          1 |         89 |          1 |         24 |        114 |
| app\api\purchase-orders\upload                                                                                     |          1 |         74 |          0 |         13 |         87 |
| app\api\purchase-orders\workflow                                                                                   |          1 |        595 |          2 |         66 |        663 |
| app\api\user-preferences                                                                                           |          1 |        118 |          4 |         23 |        145 |
| app\auth                                                                                                           |          1 |        220 |          1 |         20 |        241 |
| app\auth\login                                                                                                     |          1 |        220 |          1 |         20 |        241 |
| app\brands                                                                                                         |         15 |      1,144 |         24 |        184 |      1,352 |
| app\brands\hyundai                                                                                                 |          3 |        184 |          0 |         30 |        214 |
| app\brands\hyundai (Files)                                                                                         |          1 |         22 |          0 |          7 |         29 |
| app\brands\hyundai\[...module]                                                                                     |          1 |        121 |          0 |         16 |        137 |
| app\brands\hyundai\business-excellence                                                                             |          1 |         41 |          0 |          7 |         48 |
| app\brands\kia                                                                                                     |          9 |        798 |         24 |        127 |        949 |
| app\brands\kia\business-excellence                                                                                 |          3 |         93 |          0 |         20 |        113 |
| app\brands\kia\business-excellence (Files)                                                                         |          1 |         29 |          0 |          7 |         36 |
| app\brands\kia\business-excellence\[report]                                                                        |          2 |         64 |          0 |         13 |         77 |
| app\brands\kia\demo-cars-list                                                                                      |          1 |         17 |          0 |          6 |         23 |
| app\brands\kia\demo-job-cards                                                                                      |          1 |         17 |          0 |          6 |         23 |
| app\brands\kia\proforma                                                                                            |          2 |         46 |          0 |         10 |         56 |
| app\brands\kia\proforma (Files)                                                                                    |          1 |         16 |          0 |          4 |         20 |
| app\brands\kia\proforma\[section]                                                                                  |          1 |         30 |          0 |          6 |         36 |
| app\brands\kia\ro-billing                                                                                          |          1 |        603 |         24 |         78 |        705 |
| app\brands\kia\service-appointment                                                                                 |          1 |         22 |          0 |          7 |         29 |
| app\brands\platinum                                                                                                |          3 |        162 |          0 |         27 |        189 |
| app\brands\platinum (Files)                                                                                        |          1 |         27 |          0 |          7 |         34 |
| app\brands\platinum\[...module]                                                                                    |          1 |        106 |          0 |         13 |        119 |
| app\brands\platinum\business-excellence                                                                            |          1 |         29 |          0 |          7 |         36 |
| app\dashboard                                                                                                      |          1 |         60 |          0 |          6 |         66 |
| app\finance-orders                                                                                                 |          1 |         23 |          0 |          5 |         28 |
| app\purchase-orders                                                                                                |          1 |      2,232 |          3 |        238 |      2,473 |
| components                                                                                                         |         46 |      8,865 |        119 |        852 |      9,836 |
| components\analytics                                                                                               |          6 |        395 |          0 |         28 |        423 |
| components\layout                                                                                                  |          4 |      1,783 |         38 |        185 |      2,006 |
| components\providers                                                                                               |          1 |        110 |          2 |         25 |        137 |
| components\purchase-orders                                                                                         |         18 |      4,956 |         56 |        425 |      5,437 |
| components\shared                                                                                                  |          4 |        643 |         20 |         59 |        722 |
| components\ui                                                                                                      |         13 |        978 |          3 |        130 |      1,111 |
| config                                                                                                             |          1 |         25 |         12 |          5 |         42 |
| context                                                                                                            |          1 |         22 |          0 |          7 |         29 |
| docs                                                                                                               |          1 |      1,213 |          0 |        144 |      1,357 |
| features                                                                                                           |         24 |     42,038 |         71 |      2,655 |     44,764 |
| features\business-excellence                                                                                       |          1 |        415 |          0 |         20 |        435 |
| features\dashboard                                                                                                 |          1 |        116 |          4 |          6 |        126 |
| features\finance-orders                                                                                            |          1 |      1,218 |          0 |         70 |      1,288 |
| features\hyundai                                                                                                   |          6 |     12,473 |         22 |        796 |     13,291 |
| features\kia                                                                                                       |          9 |     15,134 |         23 |        952 |     16,109 |
| features\platinum                                                                                                  |          6 |     12,682 |         22 |        811 |     13,515 |
| lib                                                                                                                |         39 |      5,662 |         89 |        685 |      6,436 |
| lib (Files)                                                                                                        |          5 |        402 |          0 |         71 |        473 |
| lib\api                                                                                                            |          2 |        173 |          0 |         29 |        202 |
| lib\auth                                                                                                           |          3 |        164 |          2 |         44 |        210 |
| lib\business-excellence                                                                                            |          3 |        210 |          0 |         24 |        234 |
| lib\db                                                                                                             |          2 |        798 |         35 |         71 |        904 |
| lib\finance-orders                                                                                                 |          1 |        116 |          0 |         24 |        140 |
| lib\hooks                                                                                                          |          2 |        137 |          6 |         26 |        169 |
| lib\hyundai                                                                                                        |          2 |        753 |          0 |         82 |        835 |
| lib\kia                                                                                                            |          1 |         20 |          0 |          6 |         26 |
| lib\kia-proforma                                                                                                   |          4 |        763 |          0 |         70 |        833 |
| lib\notifications                                                                                                  |          3 |        590 |          0 |         68 |        658 |
| lib\permissions                                                                                                    |          2 |      1,000 |          0 |         66 |      1,066 |
| lib\platinum                                                                                                       |          1 |         21 |          0 |          6 |         27 |
| lib\purchase-orders                                                                                                |          1 |        208 |          0 |         28 |        236 |
| lib\redis                                                                                                          |          2 |        119 |         10 |         34 |        163 |
| lib\supabase                                                                                                       |          5 |        188 |         36 |         36 |        260 |
| public                                                                                                             |          6 |         57 |          0 |         11 |         68 |
| scratch                                                                                                            |          1 |         29 |          0 |          4 |         33 |
| scripts                                                                                                            |         36 |      3,708 |        273 |        575 |      4,556 |
+--------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+--------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                                           | language           | code       | comment    | blank      | total      |
+--------------------------------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| c:\Users\HP\Downloads\Main_Dashboard\AGENTS.md                                                                     | Markdown           |          2 |          2 |          2 |          6 |
| c:\Users\HP\Downloads\Main_Dashboard\BRAND_ACCESS_SETUP.md                                                         | Markdown           |        116 |          0 |         34 |        150 |
| c:\Users\HP\Downloads\Main_Dashboard\CLAUDE.md                                                                     | Markdown           |          1 |          0 |          1 |          2 |
| c:\Users\HP\Downloads\Main_Dashboard\PROJECT_CONTEXT.md                                                            | Markdown           |        586 |          0 |        143 |        729 |
| c:\Users\HP\Downloads\Main_Dashboard\PROJECT_DEEP_ANALYSIS.md                                                      | Markdown           |        436 |          0 |        189 |        625 |
| c:\Users\HP\Downloads\Main_Dashboard\PROJECT_KT_HANDOVER.md                                                        | Markdown           |        456 |          0 |        199 |        655 |
| c:\Users\HP\Downloads\Main_Dashboard\PURCHASE_ORDERS_COMPLETE.md                                                   | Markdown           |        265 |          0 |         62 |        327 |
| c:\Users\HP\Downloads\Main_Dashboard\PURCHASE_ORDERS_ENHANCEMENTS_GUIDE.md                                         | Markdown           |        258 |          0 |         71 |        329 |
| c:\Users\HP\Downloads\Main_Dashboard\PURCHASE_ORDERS_SETUP.md                                                      | Markdown           |        146 |          0 |         51 |        197 |
| c:\Users\HP\Downloads\Main_Dashboard\QUICK_START.md                                                                | Markdown           |         91 |          0 |         26 |        117 |
| c:\Users\HP\Downloads\Main_Dashboard\README.md                                                                     | Markdown           |         23 |          0 |         14 |         37 |
| c:\Users\HP\Downloads\Main_Dashboard\REDIS_SETUP.md                                                                | Markdown           |        134 |          0 |         54 |        188 |
| c:\Users\HP\Downloads\Main_Dashboard\SETTINGS_SETUP.md                                                             | Markdown           |        172 |          0 |         38 |        210 |
| c:\Users\HP\Downloads\Main_Dashboard\SETUP_ADMIN_USER.md                                                           | Markdown           |        120 |          0 |         33 |        153 |
| c:\Users\HP\Downloads\Main_Dashboard\WORKFLOW_REDESIGN_SUMMARY.md                                                  | Markdown           |        117 |          0 |         29 |        146 |
| c:\Users\HP\Downloads\Main_Dashboard\app\admin\page.tsx                                                            | TypeScript JSX     |          4 |          1 |          3 |          8 |
| c:\Users\HP\Downloads\Main_Dashboard\app\admin\permissions\page.tsx                                                | TypeScript JSX     |        551 |          0 |         43 |        594 |
| c:\Users\HP\Downloads\Main_Dashboard\app\admin\roles\page.tsx                                                      | TypeScript JSX     |        203 |          1 |         18 |        222 |
| c:\Users\HP\Downloads\Main_Dashboard\app\admin\settings\page.tsx                                                   | TypeScript JSX     |        358 |         10 |         26 |        394 |
| c:\Users\HP\Downloads\Main_Dashboard\app\admin\users\page.tsx                                                      | TypeScript JSX     |      1,245 |          7 |         77 |      1,329 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\admin\permissions\route.ts                                            | TypeScript         |        151 |          0 |         25 |        176 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\admin\settings\route.ts                                               | TypeScript         |         81 |          0 |         14 |         95 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\admin\users\route.ts                                                  | TypeScript         |        458 |          9 |         90 |        557 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\auth\login\route.ts                                                   | TypeScript         |         48 |          0 |          7 |         55 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\auth\logout\route.ts                                                  | TypeScript         |         10 |          1 |          6 |         17 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\auth\permissions\route.ts                                             | TypeScript         |         33 |          0 |          6 |         39 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\auth\user\route.ts                                                    | TypeScript         |         39 |          0 |          7 |         46 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\hyundai\business-excellence\ai-summary\route.ts                | TypeScript         |        445 |          0 |         65 |        510 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\hyundai\business-excellence\complaints\route.ts                | TypeScript         |        736 |          0 |         27 |        763 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\hyundai\business-excellence\freshness\route.ts                 | TypeScript         |        139 |          0 |         11 |        150 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\hyundai\business-excellence\open-ro\route.ts                   | TypeScript         |        510 |          0 |         30 |        540 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\hyundai\business-excellence\overview\route.ts                  | TypeScript         |      1,178 |          0 |         62 |      1,240 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\hyundai\business-excellence\performance-intelligence\route.ts  | TypeScript         |        437 |          0 |         30 |        467 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\hyundai\business-excellence\ro-billing-analysis\route.ts       | TypeScript         |      1,398 |          0 |        140 |      1,538 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\hyundai\business-excellence\ro-billing-report\route.ts         | TypeScript         |        288 |          0 |         15 |        303 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\hyundai\business-excellence\route.ts                           | TypeScript         |        302 |          0 |         36 |        338 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\hyundai\business-excellence\rows\route.ts                      | TypeScript         |         16 |          0 |          5 |         21 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\hyundai\business-excellence\workshop-performance\route.ts      | TypeScript         |        863 |          0 |         44 |        907 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\hyundai\repair-orders\route.ts                                 | TypeScript         |        292 |          0 |         15 |        307 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\ai-summary\route.ts                    | TypeScript         |        445 |          0 |         65 |        510 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\complaints\route.ts                    | TypeScript         |        730 |          0 |         26 |        756 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\freshness\route.ts                     | TypeScript         |        119 |          0 |         10 |        129 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\open-ro\route.ts                       | TypeScript         |        525 |          0 |         30 |        555 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\overview\route.ts                      | TypeScript         |      1,397 |          0 |         79 |      1,476 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\performance-intelligence\route.ts      | TypeScript         |        433 |          0 |         30 |        463 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\ro-billing-analysis\route.ts           | TypeScript         |      1,459 |          0 |        143 |      1,602 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\route.ts                               | TypeScript         |        300 |          0 |         36 |        336 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\rows\route.ts                          | TypeScript         |         16 |          0 |          5 |         21 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\business-excellence\workshop-performance\route.ts          | TypeScript         |        998 |          0 |         74 |      1,072 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\demo-cars-list\route.ts                                    | TypeScript         |        504 |          0 |         32 |        536 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\demo-job-cards\route.ts                                    | TypeScript         |        422 |          0 |         51 |        473 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\proforma\[id]\preview\route.ts                             | TypeScript         |         36 |          0 |          5 |         41 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\proforma\[id]\route.ts                                     | TypeScript         |         94 |          0 |         12 |        106 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\proforma\analytics\route.ts                                | TypeScript         |        138 |          0 |          9 |        147 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\proforma\options\route.ts                                  | TypeScript         |         59 |          0 |          7 |         66 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\proforma\route.ts                                          | TypeScript         |        191 |          0 |         20 |        211 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\proforma\settings\route.ts                                 | TypeScript         |         27 |          0 |          6 |         33 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\kia\service-appointment\route.ts                               | TypeScript         |        363 |          0 |         21 |        384 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\platinum\business-excellence\ai-summary\route.ts               | TypeScript         |        465 |          0 |         68 |        533 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\platinum\business-excellence\complaints\route.ts               | TypeScript         |        731 |          0 |         26 |        757 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\platinum\business-excellence\freshness\route.ts                | TypeScript         |        126 |          0 |         10 |        136 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\platinum\business-excellence\open-ro\route.ts                  | TypeScript         |        509 |          0 |         30 |        539 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\platinum\business-excellence\overview\route.ts                 | TypeScript         |      1,445 |          0 |         78 |      1,523 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\platinum\business-excellence\performance-intelligence\route.ts | TypeScript         |        433 |          0 |         30 |        463 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\platinum\business-excellence\ro-billing-analysis\route.ts      | TypeScript         |      1,397 |          0 |        140 |      1,537 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\platinum\business-excellence\route.ts                          | TypeScript         |        300 |          0 |         36 |        336 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\platinum\business-excellence\rows\route.ts                     | TypeScript         |         16 |          0 |          5 |         21 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\platinum\business-excellence\sot\route.ts                      | TypeScript         |        360 |          0 |         28 |        388 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\brands\platinum\business-excellence\workshop-performance\route.ts     | TypeScript         |      1,078 |          0 |         55 |      1,133 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\business-excellence\ro-billing-analysis\route.ts                      | TypeScript         |          6 |          0 |          3 |          9 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\business-excellence\route.ts                                          | TypeScript         |          6 |          0 |          3 |          9 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\finance-orders\route.ts                                               | TypeScript         |        399 |          0 |         46 |        445 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\finance-orders\workflow\route.ts                                      | TypeScript         |        281 |          0 |         24 |        305 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\health\route.ts                                                       | TypeScript         |         33 |          2 |          5 |         40 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\notifications\route.ts                                                | TypeScript         |        102 |          0 |         17 |        119 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\purchase-orders\approve\route.ts                                      | TypeScript         |         74 |          7 |         17 |         98 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\purchase-orders\bulk-approve\route.ts                                 | TypeScript         |        169 |          0 |         27 |        196 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\purchase-orders\file\route.ts                                         | TypeScript         |         89 |          1 |         24 |        114 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\purchase-orders\route.ts                                              | TypeScript         |        495 |          4 |         85 |        584 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\purchase-orders\upload\route.ts                                       | TypeScript         |         74 |          0 |         13 |         87 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\purchase-orders\workflow\route.ts                                     | TypeScript         |        595 |          2 |         66 |        663 |
| c:\Users\HP\Downloads\Main_Dashboard\app\api\user-preferences\route.ts                                             | TypeScript         |        118 |          4 |         23 |        145 |
| c:\Users\HP\Downloads\Main_Dashboard\app\auth\login\page.tsx                                                       | TypeScript JSX     |        220 |          1 |         20 |        241 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\hyundai\[...module]\page.tsx                                       | TypeScript JSX     |        121 |          0 |         16 |        137 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\hyundai\business-excellence\page.tsx                               | TypeScript JSX     |         41 |          0 |          7 |         48 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\hyundai\page.tsx                                                   | TypeScript JSX     |         22 |          0 |          7 |         29 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\kia\business-excellence\[report]\loading.tsx                       | TypeScript JSX     |         16 |          0 |          1 |         17 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\kia\business-excellence\[report]\page.tsx                          | TypeScript JSX     |         48 |          0 |         12 |         60 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\kia\business-excellence\page.tsx                                   | TypeScript JSX     |         29 |          0 |          7 |         36 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\kia\demo-cars-list\page.tsx                                        | TypeScript JSX     |         17 |          0 |          6 |         23 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\kia\demo-job-cards\page.tsx                                        | TypeScript JSX     |         17 |          0 |          6 |         23 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\kia\proforma\[section]\page.tsx                                    | TypeScript JSX     |         30 |          0 |          6 |         36 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\kia\proforma\page.tsx                                              | TypeScript JSX     |         16 |          0 |          4 |         20 |
| c:\Users\HP\Downloads\Main_Dashboard\app\brands\kia\ro-billing\page.tsx                                            | TypeScript JSX     |        603 |         24 |         78 |        705 |
